0,12,1,199,92.904,0.32118,-0.058456,0.31582
0,12,1,140,156.53,0.90933,-0.10684,0.90303
0,12,0,0,NaN,NaN,NaN,NaN
0,12,1,245,142.19,0.52199,-0.38184,0.35592
0,12,1,327,156.8,0.28686,0.10083,-0.26855
0,12,1,289,147.41,0.59462,-0.44082,-0.39906
0,12,1,300,163.66,0.15818,-0.059107,-0.14672
0,12,1,411,176.25,0.56659,0.43673,-0.36095
0,12,1,264,135.46,0.32798,0.30549,0.11936
0,12,1,118,140.4,0.60559,-0.58797,0.14505
0,12,1,291,176.51,0.4925,0.42201,-0.2539
0,12,1,330,126.71,1.0067,-1.0027,0.089398
0,12,1,249,129.29,1.053,-1.0527,-0.025109
0,12,1,237,190.61,0.33946,-0.14598,-0.30647
0,12,1,213,144.58,0.75998,-0.72449,0.22952
0,12,1,312,186.32,1.1016,1.0718,-0.2545
0,12,1,331,177.33,0.64761,0.26757,-0.58975
0,12,1,244,190.12,0.98636,0.9443,-0.28496
0,12,1,333,125.93,0.35257,-0.34417,0.076506
0,12,1,325,122.27,1.1179,-0.91665,-0.63993
0,12,1,156,139.72,0.70107,-0.67467,0.19059
0,12,1,184,137.7,0.63522,-0.5069,0.38283
0,12,1,233,158.24,0.29401,0.17526,0.23606
0,12,1,167,142.95,0.54646,-0.52176,0.16246
0,12,1,84,138.27,0.59804,-0.59735,0.028723
0,12,1,150,163.51,0.49772,0.030603,-0.49678
0,12,1,179,400.45,0.4575,-0.45604,-0.036484
0,12,1,138,166.56,0.49041,0.21767,-0.43946
0,12,1,90,119.83,1.2798,-1.2788,-0.049415
0,12,1,399,177.93,0.59957,0.1924,-0.56787
0,12,1,168,142.72,0.7848,-0.78475,-0.0089532
0,12,1,110,167.63,0.13468,0.096765,-0.093679
0,12,1,184,119.05,0.21187,0.19777,-0.076002
0,12,1,105,NaN,0.62451,-0.59606,-0.18635
0,12,1,227,NaN,0.10326,-0.097896,-0.032858
0,12,1,314,181.05,0.73933,0.69422,0.2543
0,12,1,176,168.32,0.43312,0.36075,-0.23969
0,12,1,196,181.92,0.71505,0.59058,-0.40313
0,14,1,186,154.42,0.51654,-0.50414,0.11247
0,14,1,129,NaN,1.7055,1.7055,0.0016656
0,14,1,367,164.63,0.25527,0.041802,-0.25183
0,14,1,151,176.71,0.56086,0.49644,0.26098
0,14,1,99,421.4,0.37015,-0.36805,-0.039379
0,14,1,115,192.78,1.1392,0.95634,-0.61907
0,14,1,82,170.02,0.215,0.045944,-0.21003
0,14,1,133,162.79,0.19119,-0.080439,-0.17345
0,14,1,168,141.16,0.61335,0.48257,-0.37859
0,14,1,80,173.85,0.18745,0.11466,-0.1483
0,14,1,80,178.23,0.53598,0.52179,-0.12248
0,14,1,41,172.61,0.45022,-0.44508,-0.067857
0,14,1,63,185.22,0.58087,0.53473,-0.22688
0,14,1,59,173.49,0.30229,0.0028022,-0.30228
0,14,1,61,160.39,0.33779,-0.31051,-0.13299
0,14,1,29,197.06,0.4578,-0.36776,-0.27264
0,14,1,73,173.5,0.27203,0.16891,-0.21323
0,14,0,83,172.17,NaN,0.010953,-0.5017
0,14,1,84,166.93,0.27497,-0.084371,-0.2617
0,14,1,61,178.38,0.41804,0.085298,-0.40924
0,14,1,26,172.44,1.359,-1.3435,-0.20504
0,14,1,58,172.43,0.4015,-0.078315,-0.39379
0,14,0,170,293.35,NaN,NaN,0.41522
0,14,1,33,177.32,0.77511,-0.76915,0.095931
0,14,1,10,164.52,2.3421,-2.342,0.019717
0,14,1,148,553.54,0.63061,0.6239,0.091787
0,14,1,86,165.84,0.083286,-0.067946,0.048165
0,14,1,95,157.37,0.37796,-0.37135,0.070359
0,14,1,51,169.65,0.27328,-0.25232,-0.10496
0,14,1,81,162.69,0.12572,-0.02475,0.12326
0,14,1,85,159.32,0.27888,-0.27504,-0.046089
0,14,1,124,179.2,1.3119,1.2919,-0.22852
0,14,1,25,172.65,1.3535,-1.3533,-0.020589
0,14,1,13,175.31,1.9594,-1.9577,0.082288
0,14,1,103,157.24,0.53231,-0.51745,0.12491
0,14,1,44,147.69,0.46238,-0.4565,0.07352
