0,12,1,240,10.561,2,0.38246,0.12821,-0.36033
0,12,2,150,8.5837,2,0.29113,0.24955,-0.14994
0,12,1,208,8.9042,2,0.56396,0.56203,-0.046621
0,12,1,311,6.2188,2,0.64814,0.59645,-0.25362
0,12,0,94,NaN,3,NaN,-0.13077,0.21111
0,12,1,278,6.3801,1,0.5773,0.51451,-0.26184
0,12,1,138,11.01,2,0.34243,0.18933,-0.28533
0,12,2,114,17.851,3,0.83435,-0.81698,-0.16932
0,12,2,122,NaN,NaN,0.58149,-0.47051,-0.34168
0,12,1,185,7.1066,2,0.34284,0.29055,-0.18199
0,12,2,98,15.826,2,1.2269,0.82151,-0.91132
0,12,1,279,28.998,4,0.28589,-0.27216,-0.087535
0,12,1,557,6.2179,2,0.73187,0.20434,-0.70276
0,12,1,240,NaN,4,1.1362,1.1283,-0.13375
0,12,1,175,5.8758,1,0.53821,-0.0023679,-0.5382
0,12,1,336,8.98,2,0.99255,0.92772,-0.35285
0,12,1,204,8.3125,2,0.69268,0.60512,-0.3371
0,12,1,160,5.1378,1,0.58264,-0.58112,-0.042038
0,12,1,172,8.2966,2,0.27049,0.061486,-0.26341
0,12,1,404,8.8868,2,0.94831,0.64684,-0.69346
0,12,1,130,NaN,NaN,0.67964,0.64191,-0.22327
0,12,1,196,6.1957,2,0.481,0.44341,-0.18641
0,12,1,353,16.831,3,0.53977,0.30912,-0.44249
0,12,1,230,12.75,3,0.89736,0.7119,-0.5463
0,12,1,457,5.5163,1,0.26621,-0.16384,-0.20982
0,12,2,203,31.322,3,0.99198,-0.25897,-0.95758
0,12,1,323,8.5935,2,0.76342,-0.31983,-0.6932
0,12,1,149,11.034,2,0.82286,0.6551,-0.49794
0,12,1,241,5.7982,1,0.63709,0.017588,-0.63684
0,12,1,139,11.611,2,1.0592,0.85378,-0.62687
0,12,1,159,13.662,3,0.69353,0.27856,-0.63513
0,12,1,255,10.604,2,0.44955,0.043427,-0.44745
0,12,1,291,4.3631,1,1.4986,-1.4203,-0.47816
0,12,1,171,8.3184,2,0.43494,0.30274,-0.31228
0,12,1,129,37.839,4,0.55058,-0.12463,-0.53629
0,12,1,347,5.478,1,0.36475,-0.36189,-0.045602
0,12,1,205,10.034,2,0.37475,0.19177,0.32196
0,12,1,224,NaN,NaN,0.63725,0.43606,-0.46469
0,12,1,146,37.34,4,0.5325,0.25193,-0.46914
0,12,1,262,NaN,4,0.72369,0.20483,-0.6941
0,14,1,NaN,6.4273,1,0.7752,0.57961,-0.51476
0,14,1,108,8.288,2,0.41059,-0.26559,-0.31312
0,14,1,178,1.9139,2,3.8643,NaN,-0.098018
0,14,2,NaN,17.623,2,1.7651,1.6986,-0.48011
0,14,1,381,5.5039,1,0.63,-0.28508,-0.56181
0,14,1,273,5.2888,1,0.75613,-0.57764,-0.48791
0,14,1,285,4.6804,1,1.2275,-1.1996,-0.25993
0,14,1,237,9.6208,2,1.6404,1.6012,-0.35627
0,14,1,161,9.3434,2,0.17171,0.094071,0.14365
0,14,1,224,6.6946,2,0.63536,-0.58025,-0.25885
0,14,1,132,5.7266,2,0.21083,-0.060605,-0.20193
0,14,1,111,6.851,1,1.1735,1.0071,-0.60242
0,14,1,135,5.8138,1,0.23344,0.025097,-0.23209
0,14,1,92,5.7583,1,0.84935,-0.09339,-0.8442
0,14,1,116,5.5604,1,0.45345,-0.16545,-0.42219
0,14,1,133,8.7297,2,0.58227,0.5504,0.19001
0,14,1,117,6.1191,1,0.7325,0.31913,-0.65933
0,14,1,142,5.2456,1,0.61996,-0.51145,-0.35038
0,14,1,60,6.1716,1,0.34079,0.33528,0.06101
0,14,1,104,6.2225,1,0.44456,0.44033,0.061191
0,14,1,95,6.9193,1,1.21,1.1283,-0.43717
0,14,2,54,15.755,2,0.6103,0.61024,0.0081795
0,14,1,110,6.5669,1,1.0197,0.76926,-0.6694
0,14,1,105,6.5445,2,0.10557,-0.095209,-0.04562
0,14,1,96,6.0761,1,0.58949,0.30666,-0.50345
0,14,1,118,5.6595,1,0.22721,-0.1339,-0.18357
0,14,2,188,14.75,2,1.1065,1.1061,0.029721
0,14,1,94,8.236,2,0.24351,0.22562,0.09162
0,14,1,68,6.8701,1,1.2053,1.1093,-0.47149
0,14,1,272,5.6666,1,0.12782,-0.060237,-0.11273
0,14,1,211,7.0744,1,1.3117,1.2228,-0.47473
0,14,2,93,16.581,3,0.18743,-0.047552,-0.1813
0,14,2,97,16.639,3,0.22384,0.20944,-0.078981
0,14,2,55,14.54,2,0.3735,0.18762,-0.32295
0,14,1,183,6.2235,2,0.4807,0.46725,-0.11291
0,14,1,75,6.3457,1,0.93881,0.593,-0.72781
0,14,1,177,6.2874,1,0.47952,0.47304,-0.078565
0,14,1,111,6.2353,1,0.80108,0.42132,-0.68134
0,14,1,137,6.165,1,0.5534,0.36477,-0.41617
0,14,1,113,5.3129,1,0.48007,-0.465,-0.11932
0,19,1,497,6.0123,1,0.13437,0.081088,-0.10715
0,19,1,202,5.4596,1,0.37572,-0.35912,0.11045
0,19,1,229,8.3234,2,0.31436,-0.079978,0.30401
0,19,1,146,18.263,3,0.57653,-0.31631,0.48201
0,19,2,474,19.682,3,0.33006,-0.3032,-0.13041
0,19,1,168,6.0029,1,0.37827,0.25773,0.27689
0,19,1,175,6.6331,1,0.8749,0.85978,-0.1619
0,19,1,367,8.6105,2,0.48632,0.38528,0.29676
0,19,1,252,7.3502,2,0.54689,-0.53386,0.11867
0,19,1,231,6.6374,1,0.80423,0.80363,0.031001
0,19,1,187,8.2106,2,0.40135,0.39691,0.059524
0,19,1,172,10.8,2,0.58527,-0.39785,0.42925
0,19,1,172,NaN,3,1.1191,-1.0374,0.41961
0,19,1,373,6.2131,1,0.48781,0.48031,0.085243
0,19,1,215,5.817,2,0.21211,-0.1903,-0.093688
0,19,1,168,6.9717,2,0.62587,0.034368,0.62493
0,19,1,196,7.0452,1,1.2982,1.1785,0.54443
0,19,1,155,6.7557,1,0.96915,0.96479,-0.091825
0,19,1,120,39.618,2,0.26993,-0.053192,0.26463
0,19,1,197,NaN,4,0.71521,0.70672,0.10987
0,19,1,269,6.1004,1,0.35381,0.33744,0.10637
0,19,1,280,11.662,2,0.83702,0.83463,-0.063212
0,19,1,216,5.7641,2,0.26115,-0.06549,0.25281
0,19,2,146,14.25,3,0.51651,-0.51059,0.077965
0,19,1,208,6.4615,2,0.35935,-0.28243,0.22218
0,19,1,260,6.5697,1,1.1558,0.73817,0.88942
0,19,1,183,9.4389,3,0.24832,0.042217,0.2447
0,19,0,NaN,5.2466,1,NaN,-0.6205,-0.59621
0,19,1,260,8.6233,3,0.25716,-0.25678,0.014067
0,19,1,176,6.2537,2,0.22518,0.17626,0.14014
0,19,1,190,4.9519,1,0.71097,-0.70898,0.053086
0,19,1,197,6.8749,2,0.46725,0.34656,0.3134
0,19,2,231,16.867,2,0.38075,0.13304,-0.35675
0,19,1,273,5.7528,2,0.5324,-0.51055,-0.15095
0,19,1,280,7.0403,1,1.4256,1.4099,0.21132
0,19,1,194,5.351,1,0.59103,-0.50443,0.30799
0,19,1,256,7.7083,3,0.5444,0.13738,-0.52678
0,19,2,97,14.078,3,0.12906,0.011778,-0.12852
0,82,1,45,6.6096,2,0.60493,0.56445,0.21755
0,82,2,276,22.304,2,4.2441,NaN,0.98241
0,82,1,146,12.077,1,4.7271,NaN,-0.45613
0,82,1,99,8.897,1,1.6143,1.6121,0.084973
0,82,1,38,5.4312,1,1.1245,-1.1236,0.0458
0,82,1,29,3.017,1,3.3899,-3.387,0.14057
0,82,1,67,5.8939,1,0.72487,0.12663,0.71372
0,82,1,99,9.3374,1,1.343,1.3232,-0.22976
0,82,2,62,22.356,4,1.6656,1.3154,-1.0218
0,82,1,78,6.1168,1,0.57725,0.32926,0.47414
0,82,2,13,5.6837,1,1.4622,1.4593,-0.092144
0,82,1,19,5.9784,1,1.6639,-1.6568,-0.15302
0,82,1,34,5.5136,1,1.2509,-1.2507,0.021881
0,82,2,31,8.9987,2,1.9168,1.8795,-0.37617
0,82,1,66,6.1992,1,0.50258,0.40146,-0.30236
0,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,82,1,129,4.9828,1,0.61789,-0.61786,-0.005337
0,82,2,167,1.5413,1,2.6597,2.6416,0.30949
0,82,1,19,7.0164,1,0.90465,-0.88857,0.16982
0,82,1,50,7.0402,1,0.81692,0.81486,-0.057965
0,82,1,7,6.7937,1,1.9082,-1.9005,-0.17076
0,82,1,44,5.6506,1,0.81904,-0.75867,-0.30863
0,82,1,13,6.3578,1,1.8369,-1.8325,-0.12743
0,82,1,102,6.1592,1,0.66343,0.3493,-0.56403
0,82,1,59,6.7809,1,0.91651,0.85732,-0.32402
0,82,1,61,5.9614,1,0.49723,0.08083,0.49062
0,82,1,133,5.2895,1,0.76633,-0.51399,0.5684
0,82,1,51,3.1065,2,2.7714,-2.7304,-0.47479
0,82,1,21,4.6756,1,2.4687,-2.4687,-0.009862
0,82,1,30,8.9647,2,0.71277,0.53774,-0.46784
0,82,1,54,5.8254,1,0.14461,-0.13817,-0.042685
