0,12,1,9,1.1599,0.79356,1.9201,13,30,1.2,60.79,0.92973,0.18677,-0.86864
0,12,1,22,1.1769,1.0391,3.5958,0,28,2.8,113.65,1.1469,0.13717,0.66799
0,12,2,9,0.99974,0.95521,2.552,0,63,2.52,144.95,0.8766,-0.38422,0.24619
0,12,2,22,0.97759,1.224,5.015,0,33,3.3,201.17,1.0123,-0.007928,0.63127
0,14,1,22,0.70086,3.0254,5.8957,0,29,2.9,114.35,-1.1709,-6.6615,-1.6682
0,14,1,9,1.1291,0.42359,1.2537,0,21,0.84,28.263,0.082555,-0.50899,-0.19084
0,14,2,9,1.1461,0.57781,1.7533,0,44,1.76,72.394,0.2826,-0.041442,0.13215
0,14,2,22,0.9005,1.4339,6.0719,0,39,3.9,163.28,-1.5595,-0.46497,-0.72944
0,19,1,9,1.0823,0.67765,1.7927,0,39,1.56,53.343,0.50266,-0.67903,-0.039182
0,19,1,22,1.0876,0.78936,4.735,0,38,3.8,137.69,0.046273,0.079167,0.13504
0,19,2,9,0.048435,4.1823,5.4099,0,9,0.36,39.597,-5.5662,-6.9194,-6.2428
0,19,2,22,0.687,0.71511,5.336,0,37,3.7,213.65,0.44425,0.026729,0.085151
0,75,1,9,1.1075,0.51429,1.6931,0,30,1.2,57.016,0.30973,-0.47814,-0.61404
0,75,1,22,1.2661,0.57769,3.204,0,20,2,64.101,0.093915,-0.62471,-0.38265
0,75,2,9,1.1888,0.54924,1.9605,0,44,1.76,76.796,-0.024192,0.0037861,0.031155
0,75,2,22,1.1694,0.66689,3.7304,0,28,2.8,129.29,-0.20118,-0.36873,-0.23587
0,82,1,18,1.3094,0.53163,3.6299,0,27,2.0769,86.777,0.038486,-0.61733,-0.2154
0,82,1,44,1.5805,0.81729,8.1817,0,23,4.6,120.98,NaN,-0.71856,-0.099145
0,82,2,18,1.4093,0.98726,3.753,0,58,4.4615,200.43,-1.3307,-0.077849,-1.1169
0,82,2,44,1.1161,1.9465,7.6783,0,21,4.2,132.01,NaN,-6.5039,-2.0341
0,18,1,9,1.3038,0.51683,1.6373,1,35,1.4,91.149,0.012545,0.47505,0.15608
0,18,1,22,1.201,0.40164,2.8145,0,26,2.6,78.223,0.031512,0.39766,0.20465
0,18,2,9,1.2129,0.51075,1.9813,0,44,1.76,71.421,0.26716,-0.13963,0.050498
0,18,2,22,0.81209,0.56021,4.3067,0,38,3.8,123.84,-0.10329,-0.041769,0.34484
0,29,1,9,1.1658,0.78491,1.3681,0,25,1,36.186,0.11908,0.028757,0.074208
0,29,1,22,0.90652,0.85201,2.8824,0,31,3.1,101.74,0.084276,0.092732,0.23785
0,29,2,9,1.0952,0.87585,1.6138,0,47,1.88,67.878,-0.56987,0.91421,0.17217
0,29,2,22,0.93673,0.82331,3.1812,0,36,3.6,120.87,-0.52704,1.233,0.27762
0,34,1,18,1.2909,0.45504,2.6478,0,29,2.2308,80.263,-0.0058967,-0.25688,-0.12682
0,34,1,44,0.91383,0.45149,4.9835,0,16,3.2,108.85,NaN,-0.33458,-0.15284
0,34,2,18,1.0351,0.62573,3.0474,0,43,3.3077,116.36,0.64734,-0.2724,0.12293
0,34,2,44,1.0093,1.0163,13.5,0,18,3.6,130.26,NaN,-0.63809,-0.15445
0,61,1,9,1.2168,0.22789,1.3522,4,9,0.36,21.711,0.25366,0.16404,0.20885
0,61,1,22,1.0681,0.36581,2.1591,0,20,2,60.471,0.28328,0.032242,-0.080907
0,61,2,9,1.1598,0.43422,1.5982,0,28,1.12,37.08,-0.16448,0.21972,0.030576
0,61,2,22,0.98186,0.59244,3.0612,0,28,2.8,120,-0.45027,0.31215,-0.11605
0,68,1,22,0.8757,0.68803,4.2111,0,29,2.9,136.43,0.49086,-0.35746,0.064129
0,68,1,9,1.057,1.0871,1.9809,0,63,2.52,258.59,0.17376,0.28974,-0.14824
0,68,2,9,1.0477,1.0189,2.193,0,63,2.52,182.14,-0.012453,0.21954,-0.38188
0,68,2,22,0.89296,1.2785,5.028,0,29,2.9,182.72,0.67267,0.19125,0.6042
0,89,1,9,1.4478,0.7698,1.9949,0,40,1.6,70.166,0.51045,-0.56471,0.063519
0,89,1,22,1.2423,0.90002,4.2565,0,28,2.8,97.731,0.75512,-0.49658,0.2428
0,89,2,9,1.1106,1.2429,2.7169,0,70,2.8,168.75,-0.19996,-0.1693,-0.20296
0,89,2,22,1.3761,0.72064,4.9648,0,32,3.2,233.19,0.49787,0.35626,0.29981
0,10,1,9,1.3827,0.36143,2.3717,2,49,1.96,68.318,0.44544,-0.075918,-0.030102
0,10,1,22,1.1734,0.8061,5.2247,0,32,3.2,135.16,0.057624,-0.03642,-1.0259
0,10,2,9,1.1936,0.90464,2.5668,0,88,3.52,188.99,-0.58751,-0.52325,-1.3034
0,10,2,22,0.98983,0.61745,4.3877,0,40,4,171.53,-0.76885,-0.46089,-0.58856
0,114,1,9,0.87126,0.49793,2.2946,0,53,2.12,138.71,-0.50585,0.29592,-0.068666
0,114,1,22,1.1258,0.57756,5.2267,0,32,3.2,153.18,-0.17838,0.42346,0.039234
0,114,2,9,0.97572,0.90889,3.2731,0,55,2.2,83.046,-0.71919,0.070326,-0.32741
0,114,2,22,0.63439,0.7439,4.8829,0,41,4.1,222.54,-0.90371,-0.057583,-0.47734
0,189,1,9,1.1654,0.58522,1.5474,8,46,1.84,125.4,0.40713,0.04048,0.11028
0,189,1,22,1.1,0.77504,3.3705,1,32,3.2,113.9,0.15882,0.21078,-0.31514
0,189,2,9,1.1034,0.487,1.7507,0,59,2.36,89.713,0.46325,-0.22758,0.11758
0,189,2,22,0.83116,0.83542,5.2488,0,43,4.3,140.32,0.15199,0.16069,0.11486
0,43,1,9,1.1921,1.1076,3.0994,0,103,4.12,299.45,0.082095,0.83275,0.5562
0,43,1,22,1.0562,1.4362,6.7095,0,38,3.8,229.61,-0.42169,0.58644,0.18187
0,43,2,9,1.2192,1.5141,3.8019,0,72,2.88,199,0.26752,0.6029,0.41508
0,43,2,22,0.91672,1.3534,6.1582,0,33,3.3,240.59,0.53425,0.54856,0.42434
0,44,1,22,1.1012,0.73609,3.8823,0,25,2.5,75.011,-0.18062,0.23814,-0.17917
0,44,1,9,1.1986,0.41075,1.4177,0,15,0.6,34.157,-0.22137,-0.059533,-0.14045
0,44,2,9,1.223,0.38731,2.2857,0,33,1.32,54.128,-0.21355,0.083254,0.0029775
0,44,2,22,1.139,0.61122,4.2513,0,30,3,94.458,NaN,-0.093442,-0.79755
0,46,1,9,0.86863,0.76714,1.8763,5,38,1.52,102.28,-2.3192,0.19456,-1.2772
0,46,1,22,0.84898,0.83358,5.1614,0,37,3.7,172.7,-0.019951,0.81404,0.19879
0,46,2,22,1.1544,0.61819,4.4408,0,28,2.8,195.48,-0.36345,-0.2567,-0.40673
0,46,2,9,0.70567,1.6933,3.3996,0,45,1.8,135.43,-0.70906,-0.45971,-1.196
0,65,1,9,1.214,0.3824,1.571,1,24,0.96,26.472,0.089555,0.33584,-0.15003
